"","PointName","DaysAfterN","BACS.PA","AREA","Route","Observer","TIME","Temp","Wind","Cloud","pcode","dsb"
"66.2751","Q4",4500,0,1,"PQ",11,542,75,5,100,"66","778"
"66.2752","Q4",4506,0,1,"PQ",16,382,63,0,100,"66","784"
"66.2753","Q4",4869,0,1,"PQ",16,386,63,0,100,"66","90"
"66.2754","Q4",4870,0,1,"PQ",6,444,67,7,80,"66","91"
"66.2755","Q4",4871,0,1,"PQ",4,389,68,0,0,"66","92"
"66.2756","Q4",5227,1,1,"PQ",16,383,45,4,100,"66","448"
"66.2757","Q4",5229,1,1,"PQ",4,594,65,3,30,"66","450"
"66.2758","Q4",5235,1,1,"PQ",10,503,62,13,100,"66","456"
"66.2759","Q4",5593,0,1,"PQ",16,376,50,0,0,"66","814"
"66.2760","Q4",5594,0,1,"PQ",4,500,57,3,0,"66","815"
"66.2761","Q4",5597,0,1,"PQ",13,533,67,1,100,"66","818"
"66.2762","Q4",5969,1,1,"PQ",16,376,52,0,0,"66","57"
"66.2763","Q4",5972,1,1,"PQ",1,356,60,0,0,"66","60"
"67.2764","Q5",3043,1,1,"PQ",4,429,61,1,0,"67","21"
"67.2765","Q5",3049,1,1,"PQ",4,614,61,16,0,"67","21"
"67.2766","Q5",3053,1,1,"PQ",4,426,60,0,10,"67","21"
"67.2767","Q5",3401,0,1,"PQ",4,619,68,0,100,"67","21"
"67.2768","Q5",3407,1,1,"PQ",4,416,52,0,0,"67","21"
"67.2769","Q5",3413,1,1,"PQ",4,436,63,0,60,"67","21"
"67.2770","Q5",3770,1,1,"PQ",4,426,60,0,0,"67","12"
"67.2771","Q5",3772,0,1,"PQ",4,598,72,3,30,"67","16"
"67.2772","Q5",3774,0,1,"PQ",4,418,61,3,100,"67","19"
"67.2773","Q5",4135,0,1,"PQ",4,422,56,0,0,"67","6"
"67.2774","Q5",4137,0,1,"PQ",4,568,66,0,0,"67","7"
"67.2775","Q5",4143,0,1,"PQ",4,418,68,0,100,"67","8"
"67.2776","Q5",4498,0,1,"PQ",4,535,74,4,40,"67","17"
"67.2777","Q5",4500,0,1,"PQ",11,530,75,10,100,"67","18"
"67.2778","Q5",4506,0,1,"PQ",16,512,67,2,20,"67","20"
"67.2779","Q5",4869,0,1,"PQ",16,525,65,3,100,"67","9"
"67.2780","Q5",4870,0,1,"PQ",6,572,70,9,40,"67","10"
"67.2781","Q5",4871,1,1,"PQ",4,376,68,1,20,"67","11"
"67.2782","Q5",5227,1,1,"PQ",16,608,55,3,100,"67","2"
"67.2783","Q5",5229,1,1,"PQ",4,581,65,1,40,"67","3"
"67.2784","Q5",5235,0,1,"PQ",10,587,64,13,100,"67","4"
"67.2785","Q5",5593,0,1,"PQ",16,515,55,0,0,"67","13"
"67.2786","Q5",5594,0,1,"PQ",4,473,56,2,5,"67","14"
"67.2787","Q5",5597,0,1,"PQ",13,590,68,2,100,"67","15"
"67.2788","Q5",5969,0,1,"PQ",16,490,64,0,0,"67","1"
"67.2789","Q5",5972,1,1,"PQ",1,455,65,10,0,"67","5"
"68.2802","Q7",3043,0,1,"PQ",4,458,62,0,0,"68","306"
"68.2803","Q7",3049,0,1,"PQ",4,586,56,9,0,"68","312"
"68.2804","Q7",3053,0,1,"PQ",4,451,62,0,0,"68","316"
"68.2805","Q7",3401,0,1,"PQ",4,594,66,4,100,"68","664"
"68.2806","Q7",3407,0,1,"PQ",4,442,53,0,0,"68","670"
"68.2807","Q7",3413,0,1,"PQ",4,458,63,2,40,"68","676"
"68.2808","Q7",3770,0,1,"PQ",4,451,60,0,0,"68","77"
"68.2809","Q7",3772,0,1,"PQ",4,571,70,4,20,"68","79"
"68.2810","Q7",3774,0,1,"PQ",4,443,62,3,100,"68","81"
"68.2811","Q7",4135,0,1,"PQ",4,446,57,0,0,"68","442"
"68.2812","Q7",4137,0,1,"PQ",4,540,63,0,0,"68","444"
"68.2813","Q7",4143,0,1,"PQ",4,443,68,0,100,"68","450"
"68.2814","Q7",4498,0,1,"PQ",4,519,73,3,70,"68","805"
"68.2815","Q7",4506,0,1,"PQ",16,498,66,2,30,"68","813"
"68.2816","Q7",4869,0,1,"PQ",16,507,65,5,100,"68","356"
"68.2817","Q7",4870,0,1,"PQ",6,457,67,7,80,"68","357"
"68.2818","Q7",4871,0,1,"PQ",4,497,72,1,50,"68","358"
"68.2819","Q7",5227,0,1,"PQ",16,625,55,3,100,"68","714"
"68.2820","Q7",5235,0,1,"PQ",10,556,64,14,100,"68","722"
"68.2821","Q7",5237,0,1,"PQ",4,412,55,0,90,"68","724"
"68.2822","Q7",5593,0,1,"PQ",16,474,55,0,0,"68","1080"
"68.2823","Q7",5594,0,1,"PQ",4,615,65,4,15,"68","1081"
"68.2824","Q7",5597,0,1,"PQ",13,560,67,0,100,"68","1084"
"68.2825","Q7",5969,0,1,"PQ",16,476,58,0,0,"68","350"
"68.2826","Q7",5972,0,1,"PQ",1,368,60,0,0,"68","353"
"69.2851","R1",3043,1,0,"JR",15,375,55,0,0,"69","306"
"69.2852","R1",3049,0,0,"JR",15,650,65,15,0,"69","312"
"69.2853","R1",3053,1,0,"JR",15,375,55,0,0,"69","316"
"69.2854","R1",3399,1,0,"JR",15,380,51,0,80,"69","662"
"69.2855","R1",3401,1,0,"JR",15,650,70,8,100,"69","664"
"69.2856","R1",3407,1,0,"JR",15,610,53,0,0,"69","670"
"69.2857","R1",3770,0,0,"JR",14,365,60,0,0,"69","77"
"69.2858","R1",3772,0,0,"JR",14,665,77,2,90,"69","79"
"69.2859","R1",3774,0,0,"JR",14,351,61,2,100,"69","81"
"69.2860","R1",4498,1,0,"JR",11,491,72,0,100,"69","805"
"69.2861","R1",4500,0,0,"JR",16,592,75,6,100,"69","807"
"69.2862","R1",4505,0,0,"JR",4,502,64,2,60,"69","812"
"69.2863","R1",4869,1,0,"JR",4,527,72,1,100,"69","356"
"69.2864","R1",4870,1,0,"JR",11,489,69,0,69,"69","357"
"69.2865","R1",4871,0,0,"JR",6,477,67,6,85,"69","358"
"69.2866","R1",5227,1,0,"JR",10,521,51,5,100,"69","714"
"69.2867","R1",5229,0,0,"JR",11,496,58,8,77,"69","716"
"69.2868","R1",5237,0,0,"JR",16,486,60,8,50,"69","724"
"69.2869","R1",5593,0,0,"JR",13,513,53,1,0,"69","1080"
"69.2870","R1",5594,0,0,"JR",12,538,68,2,0,"69","1081"
"69.2871","R1",5601,0,0,"JR",16,520,60,0,40,"69","1088"
"69.2872","R1",5969,1,0,"JR",5,496,56,1,0,"69","350"
"69.2873","R1",5970,1,0,"JR",16,539,60,0,0,"69","351"
"69.2874","R1",5971,1,0,"JR",1,486,65,0,75,"69","352"
"7.255","J3",3043,0,0,"JR",2,403,65,5,0,"7","350"
"7.256","J3",3049,0,0,"JR",2,665,58,7,0,"7","356"
"7.257","J3",3053,0,0,"JR",2,387,60,0,15,"7","360"
"7.258","J3",3399,1,0,"JR",9,415,50,2,60,"7","706"
"7.259","J3",3401,0,0,"JR",9,665,70,5,85,"7","708"
"7.260","J3",3407,0,0,"JR",9,400,50,3,5,"7","714"
"7.261","J3",3771,0,0,"JR",8,388,58,3,0,"7","315"
"7.262","J3",3773,0,0,"JR",8,610,65,3,100,"7","317"
"7.263","J3",3779,0,0,"JR",8,600,75,5,100,"7","323"
"7.264","J3",4498,0,0,"JR",11,378,68,0,100,"7","344"
"7.265","J3",4500,0,0,"JR",16,433,70,5,100,"7","346"
"7.266","J3",4505,0,0,"JR",4,614,77,2,25,"7","351"
"7.267","J3",4869,1,0,"JR",4,381,65,6,100,"7","319"
"7.268","J3",4870,0,0,"JR",11,371,69,5,69,"7","320"
"7.269","J3",4871,0,0,"JR",6,592,72,10,5,"7","321"
"7.270","J3",5227,0,0,"JR",10,391,50,5,100,"7","677"
"7.271","J3",5229,0,0,"JR",11,384,58,3,77,"7","679"
"7.272","J3",5237,0,0,"JR",16,370,58,3,20,"7","687"
"7.273","J3",5593,0,0,"JR",13,389,45,1,0,"7","1043"
"7.274","J3",5594,0,0,"JR",12,405,50,0,0,"7","1044"
"7.275","J3",5601,0,0,"JR",16,377,50,0,20,"7","1051"
"7.276","J3",5969,1,0,"JR",5,447,56,1,0,"7","336"
"7.277","J3",5970,0,0,"JR",16,372,52,0,0,"7","337"
"7.278","J3",5971,0,0,"JR",1,356,60,5,75,"7","338"
"70.2893","R12",3043,1,0,"JR",15,490,65,0,0,"70","712"
"70.2894","R12",3049,0,0,"JR",15,540,50,12,0,"70","718"
"70.2895","R12",3053,1,0,"JR",15,490,65,0,0,"70","722"
"70.2896","R12",3399,0,0,"JR",15,490,58,0,80,"70","342"
"70.2897","R12",3401,1,0,"JR",15,540,65,4,100,"70","344"
"70.2898","R12",3407,1,0,"JR",15,485,55,4,0,"70","350"
"70.2899","R12",3770,1,0,"JR",14,510,63,2,0,"70","713"
"70.2900","R12",3772,1,0,"JR",14,529,68,4,35,"70","715"
"70.2901","R12",3774,1,0,"JR",14,488,65,8,100,"70","717"
"70.2902","R12",4498,1,0,"JR",11,557,76,1,80,"70","705"
"70.2903","R12",4500,1,0,"JR",16,658,78,6,90,"70","707"
"70.2904","R12",4505,1,0,"JR",4,432,58,0,20,"70","712"
"70.2905","R12",4869,1,0,"JR",4,593,73,1,100,"70","249"
"70.2906","R12",4870,0,0,"JR",11,559,69,12.5,69,"70","250"
"70.2907","R12",4871,0,0,"JR",6,409,66,4,100,"70","251"
"70.2908","R12",5227,1,0,"JR",10,600,51,5,100,"70","607"
"70.2909","R12",5229,0,0,"JR",11,572,58,5,77,"70","609"
"70.2910","R12",5237,0,0,"JR",16,561,65,8,0,"70","617"
"70.2911","R12",5593,0,0,"JR",13,585,62,2,0,"70","973"
"70.2912","R12",5594,0,0,"JR",12,678,78,5,0,"70","974"
"70.2913","R12",5601,0,0,"JR",16,583,60,0,100,"70","981"
"70.2914","R12",5969,1,0,"JR",5,560,64,1,2,"70","350"
"70.2915","R12",5970,0,0,"JR",16,607,65,0,10,"70","351"
"70.2916","R12",5971,1,0,"JR",1,550,65,10,70,"70","352"
"71.2926","R14",3043,0,0,"JR",15,510,65,0,0,"71","92"
"71.2927","R14",3049,0,0,"JR",15,520,50,12,0,"71","98"
"71.2928","R14",3053,0,0,"JR",15,510,65,0,0,"71","102"
"71.2929","R14",3399,0,0,"JR",15,510,58,0,80,"71","448"
"71.2930","R14",3401,0,0,"JR",15,520,65,4,100,"71","450"
"71.2931","R14",3407,0,0,"JR",15,505,55,8,0,"71","456"
"71.2932","R14",3770,0,0,"JR",14,535,66,4,0,"71","5"
"71.2933","R14",3772,0,0,"JR",14,503,66,0,25,"71","7"
"71.2934","R14",3774,0,0,"JR",14,509,65,8,100,"71","9"
"71.2935","R14",4498,0,0,"JR",11,569,76,10,90,"71","0"
"71.2936","R14",4500,0,0,"JR",16,671,78,6,100,"71","2"
"71.2937","R14",4505,1,0,"JR",4,410,58,0,25,"71","7"
"71.2938","R14",4869,1,0,"JR",4,601,73,0,100,"71","371"
"71.2939","R14",4870,0,0,"JR",11,575,69,12.5,69,"71","372"
"71.2940","R14",4871,0,0,"JR",6,395,66,2,100,"71","373"
"71.2941","R14",5227,0,0,"JR",10,615,51,5,100,"71","729"
"71.2942","R14",5229,0,0,"JR",11,585,58,3,77,"71","731"
"71.2943","R14",5237,0,0,"JR",16,576,65,10,30,"71","739"
"71.2944","R14",5593,0,0,"JR",13,595,63,1,0,"71","13"
"71.2945","R14",5594,0,0,"JR",12,435,55,0,0,"71","14"
"71.2946","R14",5601,0,0,"JR",16,595,60,0,100,"71","21"
"71.2947","R14",5969,0,0,"JR",5,578,64,4,4,"71","389"
"71.2948","R14",5970,0,0,"JR",16,618,70,0,10,"71","390"
"71.2949","R14",5971,0,0,"JR",1,563,65,5,80,"71","391"
"72.2959","R16",3043,1,0,"JR",15,535,70,0,0,"72","365"
"72.2960","R16",3049,1,0,"JR",15,495,46,12,0,"72","371"
"72.2961","R16",3053,0,0,"JR",15,535,70,0,0,"72","375"
"72.2962","R16",3399,0,0,"JR",15,530,60,2,80,"72","39"
"72.2963","R16",3401,0,0,"JR",15,500,65,4,100,"72","41"
"72.2964","R16",3407,0,0,"JR",15,525,55,5,0,"72","47"
"72.2965","R16",3770,0,0,"JR",14,552,72,2,0,"72","410"
"72.2966","R16",3772,0,0,"JR",14,482,64,0,25,"72","412"
"72.2967","R16",3774,0,0,"JR",14,527,67,10,100,"72","414"
"72.2968","R16",4498,1,0,"JR",11,577,76,10,90,"72","395"
"72.2969","R16",4500,1,0,"JR",16,683,78,7,100,"72","397"
"72.2970","R16",4505,1,0,"JR",4,399,57,0,10,"72","402"
"72.2971","R16",4869,1,0,"JR",4,618,73,1,100,"72","766"
"72.2972","R16",4870,1,0,"JR",11,585,69,12.5,69,"72","767"
"72.2973","R16",4871,0,0,"JR",6,384,66,2,100,"72","0"
"72.2974","R16",5227,0,0,"JR",10,625,51,5,100,"72","356"
"72.2975","R16",5229,0,0,"JR",11,595,58,5,77,"72","358"
"72.2976","R16",5237,1,0,"JR",16,587,65,10,50,"72","366"
"72.2977","R16",5593,1,0,"JR",13,607,64,1,0,"72","14"
"72.2978","R16",5594,0,0,"JR",12,444,57,0,0,"72","15"
"72.2979","R16",5601,0,0,"JR",16,603,60,0,100,"72","22"
"72.2980","R16",5969,1,0,"JR",5,588,64,4,4,"72","390"
"72.2981","R16",5970,0,0,"JR",16,628,70,0,30,"72","391"
"72.2982","R16",5971,0,0,"JR",1,574,65,5,80,"72","392"
"73.2992","R18",3043,1,0,"JR",15,560,70,0,0,"73","785"
"73.2993","R18",3049,1,0,"JR",15,470,46,10,0,"73","791"
"73.2994","R18",3053,1,0,"JR",15,560,70,2,0,"73","795"
"73.2995","R18",3399,1,0,"JR",15,565,60,0,80,"73","1141"
"73.2996","R18",3401,1,0,"JR",15,470,65,2,100,"73","1143"
"73.2997","R18",3407,1,0,"JR",15,545,60,8,0,"73","1149"
"73.2998","R18",3770,1,0,"JR",14,582,74,0,0,"73","73"
"73.2999","R18",3772,1,0,"JR",14,456,62,0,25,"73","75"
"73.3000","R18",3774,0,0,"JR",14,550,68,8,100,"73","77"
"73.3001","R18",4498,0,0,"JR",11,591,76,5,80,"73","801"
"73.3002","R18",4500,0,0,"JR",16,694,78,7,90,"73","803"
"73.3003","R18",4505,1,0,"JR",4,386,57,0,10,"73","0"
"73.3004","R18",4869,1,0,"JR",4,629,73,1,100,"73","364"
"73.3005","R18",4870,1,0,"JR",11,608,69,12.5,69,"73","365"
"73.3006","R18",4871,1,0,"JR",6,373,65,3,100,"73","366"
"73.3007","R18",5227,1,0,"JR",10,636,51,8,100,"73","722"
"73.3008","R18",5229,0,0,"JR",11,604,58,8,77,"73","724"
"73.3009","R18",5237,0,0,"JR",16,610,65,10,50,"73","732"
"73.3010","R18",5593,1,0,"JR",13,622,65,1,0,"73","203"
"73.3011","R18",5594,1,0,"JR",12,456,57,0,0,"73","204"
"73.3012","R18",5601,0,0,"JR",16,614,60,0,100,"73","4"
"73.3013","R18",5969,0,0,"JR",5,593,64,4,2,"73","372"
"73.3014","R18",5970,0,0,"JR",16,637,70,0,40,"73","373"
"73.3015","R18",5971,1,0,"JR",1,583,65,10,90,"73","374"
"74.3034","R20",3043,0,0,"JR",15,580,70,0,0,"74","785"
"74.3035","R20",3049,1,0,"JR",15,450,46,10,0,"74","791"
"74.3036","R20",3053,0,0,"JR",15,580,70,2,0,"74","795"
"74.3037","R20",3399,1,0,"JR",15,580,60,0,80,"74","1141"
"74.3038","R20",3407,0,0,"JR",15,565,60,1,0,"74","1149"
"74.3039","R20",3770,1,0,"JR",14,600,76,2,0,"74","73"
"74.3040","R20",3772,1,0,"JR",14,433,62,0,20,"74","75"
"74.3041","R20",3774,0,0,"JR",14,569,69,12,100,"74","77"
"74.3042","R20",4498,0,0,"JR",11,601,68,10,90,"74","801"
"74.3043","R20",4500,0,0,"JR",16,704,78,7,80,"74","803"
"74.3044","R20",4505,1,0,"JR",4,375,57,0,10,"74","0"
"74.3045","R20",4869,0,0,"JR",4,639,73,1,100,"74","364"
"74.3046","R20",4870,1,0,"JR",11,625,69,10,69,"74","365"
"74.3047","R20",4871,1,0,"JR",6,364,65,3,100,"74","366"
"74.3048","R20",5227,1,0,"JR",10,645,51,8,100,"74","722"
"74.3049","R20",5229,0,0,"JR",11,613,58,15,77,"74","724"
"74.3050","R20",5237,1,0,"JR",16,619,65,8,50,"74","732"
"74.3051","R20",5593,0,0,"JR",13,637,66,1,0,"74","203"
"74.3052","R20",5594,0,0,"JR",12,465,57,2,0,"74","204"
"74.3053","R20",5601,0,0,"JR",16,622,60,0,100,"74","4"
"74.3054","R20",5969,0,0,"JR",5,607,64,1,2,"74","372"
"74.3055","R20",5970,0,0,"JR",16,645,70,0,40,"74","373"
"74.3056","R20",5971,0,0,"JR",1,593,65,10,95,"74","374"
"75.3094","R25",3043,0,0,"JR",15,640,75,5,0,"75","400"
"75.3095","R25",3049,1,0,"JR",15,395,44,10,0,"75","406"
"75.3096","R25",3053,1,0,"JR",15,640,75,2,0,"75","410"
"75.3097","R25",3399,0,0,"JR",15,645,65,0,80,"75","34"
"75.3098","R25",3401,0,0,"JR",15,405,65,2,100,"75","36"
"75.3099","R25",3407,0,0,"JR",15,620,65,1,0,"75","42"
"75.3100","R25",3770,0,0,"JR",14,665,80,4,0,"75","405"
"75.3101","R25",3772,1,0,"JR",14,371,60,0,0,"75","407"
"75.3102","R25",3774,0,0,"JR",14,631,74,10,60,"75","409"
"75.3103","R25",4498,0,0,"JR",11,470,72,1,100,"75","371"
"75.3104","R25",4500,0,0,"JR",16,556,75,0,100,"75","373"
"75.3105","R25",4870,0,0,"JR",11,597,69,10,69,"75","743"
"75.3106","R25",4871,0,0,"JR",6,542,69,8,25,"75","0"
"75.3107","R25",5227,0,0,"JR",10,658,51,8,100,"75","356"
"75.3108","R25",5237,0,0,"JR",16,599,65,10,50,"75","366"
"75.3109","R25",5594,0,0,"JR",12,477,60,5,0,"75","205"
"75.3110","R25",5601,0,0,"JR",16,457,58,0,40,"75","4"
"75.3111","R25",5969,1,0,"JR",5,466,56,1,0,"75","372"
"75.3112","R25",5970,1,0,"JR",16,481,57,0,0,"75","373"
"75.3113","R25",5971,0,0,"JR",1,605,65,10,95,"75","374"
"76.3131","R3",3043,0,0,"JR",15,400,55,0,0,"76","6"
"76.3132","R3",3049,0,0,"JR",15,630,65,15,0,"76","12"
"76.3133","R3",3053,1,0,"JR",15,400,55,0,0,"76","16"
"76.3134","R3",3399,1,0,"JR",15,400,51,0,80,"76","362"
"76.3135","R3",3401,1,0,"JR",15,630,70,4,100,"76","364"
"76.3136","R3",3407,1,0,"JR",15,395,53,0,0,"76","370"
"76.3137","R3",3770,0,0,"JR",14,392,60,0,0,"76","733"
"76.3138","R3",3772,0,0,"JR",14,637,76,4,85,"76","735"
"76.3139","R3",3774,0,0,"JR",14,381,61,8,100,"76","737"
"76.3140","R3",4498,0,0,"JR",11,502,72,0,100,"76","704"
"76.3141","R3",4500,0,0,"JR",16,571,75,3,100,"76","706"
"76.3142","R3",4505,1,0,"JR",4,488,62,1,0,"76","0"
"76.3143","R3",4869,0,0,"JR",4,543,72,0,100,"76","364"
"76.3144","R3",4870,0,0,"JR",11,502,69,0,69,"76","365"
"76.3145","R3",4871,1,0,"JR",6,459,67,5,100,"76","366"
"76.3146","R3",5227,1,0,"JR",10,540,51,5,100,"76","722"
"76.3147","R3",5229,0,0,"JR",11,516,58,10,77,"76","724"
"76.3148","R3",5237,1,0,"JR",16,503,60,8,0,"76","732"
"76.3149","R3",5593,0,0,"JR",13,532,56,1,0,"76","307"
"76.3150","R3",5594,0,0,"JR",12,653,76,5,0,"76","308"
"76.3151","R3",5601,0,0,"JR",16,530,60,0,60,"76","4"
"76.3152","R3",5969,0,0,"JR",5,510,56,1,0,"76","372"
"76.3153","R3",5970,0,0,"JR",16,552,60,0,0,"76","373"
"76.3154","R3",5971,1,0,"JR",1,501,65,0,75,"76","374"
"77.3164","R5",3043,0,0,"JR",15,420,60,0,0,"77","6"
"77.3165","R5",3049,0,0,"JR",15,610,60,15,0,"77","12"
"77.3166","R5",3053,1,0,"JR",15,420,60,0,0,"77","16"
"77.3167","R5",3399,0,0,"JR",15,420,55,0,80,"77","362"
"77.3168","R5",3401,0,0,"JR",15,610,70,8,100,"77","364"
"77.3169","R5",3407,0,0,"JR",15,415,53,0,0,"77","370"
"77.3170","R5",3770,0,0,"JR",14,413,60,0,0,"77","733"
"77.3171","R5",3772,0,0,"JR",14,617,74,8,80,"77","735"
"77.3172","R5",3774,0,0,"JR",14,403,61,6,100,"77","737"
"77.3173","R5",4498,1,0,"JR",11,512,73,3,100,"77","704"
"77.3174","R5",4500,1,0,"JR",16,621,75,7,90,"77","706"
"77.3175","R5",4505,1,0,"JR",4,475,60,0,0,"77","0"
"77.3176","R5",4869,0,0,"JR",4,555,72,1,100,"77","364"
"77.3177","R5",4870,0,0,"JR",11,515,69,1.5,69,"77","365"
"77.3178","R5",4871,0,0,"JR",6,449,67,3,90,"77","366"
"77.3179","R5",5227,0,0,"JR",10,553,51,5,100,"77","722"
"77.3180","R5",5229,1,0,"JR",11,530,58,3,77,"77","724"
"77.3181","R5",5237,1,0,"JR",16,519,60,8,0,"77","732"
"77.3182","R5",5593,0,0,"JR",13,541,58,1,0,"77","307"
"77.3183","R5",5601,0,0,"JR",16,541,60,0,60,"77","4"
"77.3184","R5",5969,0,0,"JR",5,523,57,1,0,"77","372"
"77.3185","R5",5970,1,0,"JR",16,565,60,0,0,"77","373"
"77.3186","R5",5971,1,0,"JR",1,513,65,0,75,"77","374"
"78.3187","R6",3043,0,0,"JR",15,430,60,0,0,"78","398"
"78.3188","R6",3049,1,0,"JR",15,600,60,15,0,"78","404"
"78.3189","R6",3053,1,0,"JR",15,430,60,0,0,"78","408"
"78.3190","R6",3399,0,0,"JR",15,430,55,0,80,"78","40"
"78.3191","R6",3401,0,0,"JR",15,600,70,6,100,"78","42"
"78.3192","R6",3407,0,0,"JR",15,425,53,0,0,"78","48"
"78.3193","R6",3770,1,0,"JR",14,424,60,0,0,"78","411"
"78.3194","R6",3772,0,0,"JR",14,605,73,6,75,"78","413"
"78.3195","R6",3774,1,0,"JR",14,413,62,6,100,"78","415"
"78.3196","R6",4498,0,0,"JR",11,522,73,4,100,"78","346"
"78.3197","R6",4500,0,0,"JR",16,632,75,7,100,"78","348"
"78.3198","R6",4505,0,0,"JR",4,465,59,0,0,"78","353"
"78.3199","R6",4869,0,0,"JR",4,563,72,1,100,"78","33"
"78.3200","R6",4870,0,0,"JR",11,525,69,2.5,69,"78","34"
"78.3201","R6",4871,0,0,"JR",6,439,67,5,100,"78","35"
"78.3202","R6",5227,0,0,"JR",10,564,51,5,100,"78","391"
"78.3203","R6",5229,0,0,"JR",11,557,58,10,77,"78","393"
"78.3204","R6",5237,1,0,"JR",16,531,60,8,0,"78","401"
"78.3205","R6",5593,0,0,"JR",13,555,60,1,0,"78","13"
"78.3206","R6",5594,0,0,"JR",12,500,62,2,0,"78","14"
"78.3207","R6",5601,0,0,"JR",16,567,60,0,80,"78","21"
"78.3208","R6",5969,0,0,"JR",5,532,57,1,0,"78","389"
"78.3209","R6",5970,1,0,"JR",16,576,60,0,0,"78","390"
"78.3210","R6",5971,0,0,"JR",1,524,65,5,60,"78","391"
"79.3220","R8",3043,0,0,"JR",15,450,60,0,0,"79","428"
"79.3221","R8",3049,0,0,"JR",15,580,60,15,0,"79","434"
"79.3222","R8",3053,0,0,"JR",15,450,60,0,0,"79","438"
"79.3223","R8",3399,0,0,"JR",15,450,55,0,80,"79","42"
"79.3224","R8",3401,0,0,"JR",15,580,70,4,100,"79","44"
"79.3225","R8",3407,0,0,"JR",15,445,53,0,0,"79","50"
"79.3226","R8",3770,1,0,"JR",14,450,61,0,0,"79","413"
"79.3227","R8",3772,0,0,"JR",14,579,71,6,50,"79","415"
"79.3228","R8",3774,0,0,"JR",14,437,62,6,100,"79","417"
"79.3229","R8",4498,1,0,"JR",11,538,74,1,100,"79","346"
"79.3230","R8",4500,1,0,"JR",16,642,75,7,90,"79","348"
"79.3231","R8",4505,1,0,"JR",4,450,58,0,10,"79","353"
"79.3232","R8",4869,0,0,"JR",4,574,73,3,100,"79","33"
"79.3233","R8",4870,0,0,"JR",11,543,69,7.5,69,"79","34"
"79.3234","R8",4871,0,0,"JR",6,428,67,3,100,"79","35"
"79.3235","R8",5227,1,0,"JR",10,580,51,5,100,"79","391"
"79.3236","R8",5229,0,0,"JR",11,545,58,8,77,"79","393"
"79.3237","R8",5237,1,0,"JR",16,543,60,8,0,"79","401"
"79.3238","R8",5593,0,0,"JR",13,570,60,2,0,"79","13"
"79.3239","R8",5594,0,0,"JR",12,512,60,0,0,"79","14"
"79.3240","R8",5601,0,0,"JR",16,554,60,0,50,"79","21"
"79.3241","R8",5969,0,0,"JR",5,546,57,1,2,"79","389"
"79.3242","R8",5970,1,0,"JR",16,591,60,0,5,"79","390"
"79.3243","R8",5971,0,0,"JR",1,534,65,5,60,"79","391"
"8.303","J7",3043,0,0,"JR",2,463,70,0,0,"8","428"
"8.304","J7",3049,0,0,"JR",2,642,58,5,0,"8","434"
"8.305","J7",3053,0,0,"JR",2,422,60,0,0,"8","438"
"8.306","J7",3399,0,0,"JR",9,465,55,2,60,"8","73"
"8.307","J7",3401,0,0,"JR",9,615,70,5,85,"8","75"
"8.308","J7",3407,1,0,"JR",9,450,50,3,5,"8","81"
"8.309","J7",3771,1,0,"JR",8,442,61,0,0,"8","445"
"8.310","J7",3773,0,0,"JR",8,558,64,2,100,"8","447"
"8.311","J7",3779,1,0,"JR",8,548,72,3,50,"8","453"
"8.312","J7",4498,1,0,"JR",11,388,68,0,100,"8","346"
"8.313","J7",4500,1,0,"JR",16,447,70,3,100,"8","348"
"8.314","J7",4505,1,0,"JR",4,598,75,3,25,"8","353"
"8.315","J7",4869,0,0,"JR",4,393,65,1,100,"8","33"
"8.316","J7",4870,0,0,"JR",11,383,69,2.5,69,"8","34"
"8.317","J7",4871,1,0,"JR",6,582,72,8,15,"8","35"
"8.318","J7",5227,1,0,"JR",10,407,50,5,100,"8","391"
"8.319","J7",5229,0,0,"JR",11,392,58,5,77,"8","393"
"8.320","J7",5237,0,0,"JR",16,383,58,3,20,"8","401"
"8.321","J7",5593,0,0,"JR",13,400,46,2,0,"8","13"
"8.322","J7",5594,0,0,"JR",12,414,50,0,0,"8","14"
"8.323","J7",5601,0,0,"JR",16,389,55,0,20,"8","21"
"8.324","J7",5969,0,0,"JR",5,435,56,1,0,"8","389"
"8.325","J7",5970,0,0,"JR",16,381,52,0,0,"8","390"
"8.326","J7",5971,0,0,"JR",1,345,60,0,75,"8","391"
"9.336","J9",3043,1,0,"JR",2,484,70,5,0,"9","398"
"9.337","J9",3049,0,0,"JR",2,627,58,3,0,"9","404"
"9.338","J9",3053,0,0,"JR",2,444,60,0,0,"9","408"
"9.339","J9",3399,0,0,"JR",9,490,60,1,70,"9","40"
"9.340","J9",3401,0,0,"JR",9,595,70,5,85,"9","42"
"9.341","J9",3407,0,0,"JR",9,485,50,5,5,"9","48"
"9.342","J9",3771,1,0,"JR",8,480,64,2,0,"9","412"
"9.343","J9",3773,0,0,"JR",8,525,61,0,100,"9","414"
"9.344","J9",3779,0,0,"JR",8,512,69,2,95,"9","420"
"9.345","J9",4498,0,0,"JR",11,403,68,3,100,"9","346"
"9.346","J9",4500,1,0,"JR",16,465,70,5,100,"9","348"
"9.347","J9",4505,1,0,"JR",4,583,75,4,30,"9","353"
"9.348","J9",4869,0,0,"JR",4,410,65,0,100,"9","33"
"9.349","J9",4870,0,0,"JR",11,396,69,2.5,69,"9","34"
