Date,Year,DayOfYear,DaysAfterN,Day,PointName,Name Year,Name Year Run,AREA,Observer,Route ,TIME,Temp,Wind ,Cloud,Passive,PB,TotalBACS,BACS.PA
5/1/2013,2013,121,5235,2311,K2,K2 2013,K2 2013 3,0,4,LK,504,63,3,100,0,1,1,1
4/24/2014,2014,114,5593,2669,K2,K2 2014,K2 2014 1,0,4,LK,514,56,2,0,0,0,0,0
4/25/2014,2014,115,5594,2670,K2,K2 2014,K2 2014 2,0,13,LK,622,67,5,5,0,0,0,0
4/28/2014,2014,118,5597,2673,K2,K2 2014,K2 2014 3,0,12,LK,445,65,0,80,0,0,0,0
5/5/2015,2015,125,5969,3045,K2,K2 2015,K2 2015 1,0,1,LK,476,62,0,0,1,1,1,1
5/8/2015,2015,128,5972,3048,K2,K2 2015,K2 2015 2,0,5,LK,446,62,4,0,0,0,0,0
4/30/2007,2007,120,3042,120,K20,K20 2007,K20 2007 1,0,7,LK,633,78,5,0,0,0,0,0
5/2/2007,2007,122,3044,122,K20,K20 2007,K20 2007 2,0,7,LK,466,61,5,0,0,0,0,0
5/10/2007,2007,130,3052,130,K20,K20 2007,K20 2007 3,0,7,LK,610,70,1,100,0,0,0,0
4/22/2008,2008,113,3400,478,K20,K20 2008,K20 2008 1,0,3,LK,594,67.9,5,90,0,0,0,0
4/26/2008,2008,117,3404,482,K20,K20 2008,K20 2008 2,0,3,LK,440,67.8,0,0,0,0,0,0
4/30/2008,2008,121,3408,486,K20,K20 2008,K20 2008 3,0,3,LK,577,58.1,2,0,0,0,0,0
4/27/2009,2009,117,3770,847,K20,K20 2009,K20 2009 1,0,11,LK,619,76,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K20,K20 2009,K20 2009 2,0,11,LK,447,62,0,0,0,0,0,0
5/1/2009,2009,121,3774,851,K20,K20 2009,K20 2009 3,0,11,LK,583,68,2,0,0,0,0,0
4/27/2010,2010,117,4135,1212,K20,K20 2010,K20 2010 1,0,11,LK,558,66,2,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K20,K20 2010,K20 2010 2,0,11,LK,437,47,0,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K20,K20 2010,K20 2010 3,0,11,LK,500,68,0,100,0,0,0,0
4/30/2007,2007,120,3042,120,K21,K21 2007,K21 2007 1,0,7,LK,652,80,5,0,0,0,0,0
5/2/2007,2007,122,3044,122,K21,K21 2007,K21 2007 2,0,7,LK,452,61,7,0,0,0,0,0
5/10/2007,2007,130,3052,130,K21,K21 2007,K21 2007 3,0,7,LK,625,71,1,100,0,0,0,0
4/22/2008,2008,113,3400,478,K21,K21 2008,K21 2008 1,0,3,LK,602,68.5,4,90,1,1,1,1
4/26/2008,2008,117,3404,482,K21,K21 2008,K21 2008 2,0,3,LK,430,65.7,0,0,1,1,1,1
4/30/2008,2008,121,3408,486,K21,K21 2008,K21 2008 3,0,3,LK,588,60,2,0,0,0,0,0
4/27/2009,2009,117,3770,847,K21,K21 2009,K21 2009 1,0,11,LK,632,77,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K21,K21 2009,K21 2009 2,0,11,LK,434,61,0,0,1,1,1,1
5/1/2009,2009,121,3774,851,K21,K21 2009,K21 2009 3,0,11,LK,604,70,3,0,1,1,1,1
4/27/2010,2010,117,4135,1212,K21,K21 2010,K21 2010 1,0,11,LK,508,63,5,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K21,K21 2010,K21 2010 2,0,11,LK,509,62,0,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K21,K21 2010,K21 2010 3,0,11,LK,467,68,0,100,0,0,0,0
4/30/2007,2007,120,3042,120,K22,K22 2007,K22 2007 1,0,7,LK,669,82,10,0,0,0,0,0
5/2/2007,2007,122,3044,122,K22,K22 2007,K22 2007 2,0,7,LK,438,61,3,0,1,1,1,1
5/10/2007,2007,130,3052,130,K22,K22 2007,K22 2007 3,0,7,LK,638,73,1,90,1,1,1,1
4/22/2008,2008,113,3400,478,K22,K22 2008,K22 2008 1,0,3,LK,611,68.6,5,95,0,0,0,0
4/26/2008,2008,117,3404,482,K22,K22 2008,K22 2008 2,0,3,LK,421,65,0,0,2,2,2,1
4/30/2008,2008,121,3408,486,K22,K22 2008,K22 2008 3,0,3,LK,603,63.1,1,0,2,2,2,1
4/27/2009,2009,117,3770,847,K22,K22 2009,K22 2009 1,0,11,LK,647,76,2,0,0,0,0,0
4/29/2009,2009,119,3772,849,K22,K22 2009,K22 2009 2,0,11,LK,422,60,0,0,0,0,0,0
5/1/2009,2009,121,3774,851,K22,K22 2009,K22 2009 3,0,11,LK,615,71,4,0,0,0,0,0
4/27/2010,2010,117,4135,1212,K22,K22 2010,K22 2010 1,0,11,LK,498,63,5,0,2,1,2,1
4/29/2010,2010,119,4137,1214,K22,K22 2010,K22 2010 2,0,11,LK,521,63,1,5,1,0,1,1
5/5/2010,2010,125,4143,1220,K22,K22 2010,K22 2010 3,0,11,LK,455,68,0,100,2,2,2,1
4/29/2011,2011,119,4502,1579,K22,K22 2011,K22 2011 1,0,4,LK,601,72,2,10,0,0,0,0
5/2/2011,2011,122,4505,1582,K22,K22 2011,K22 2011 2,0,11,LK,417,59,0,20,0,1,1,1
5/3/2011,2011,123,4506,1583,K22,K22 2011,K22 2011 3,0,4,LK,380,64,2,100,0,1,1,1
4/30/2012,2012,121,4869,1946,K22,K22 2012,K22 2012 1,0,11,LK,576,68,2.5,100,0,0,0,0
5/2/2012,2012,123,4871,1948,K22,K22 2012,K22 2012 2,0,16,LK,635,79,7,0,1,1,1,1
5/3/2012,2012,124,4872,1949,K22,K22 2012,K22 2012 3,0,16,LK,477,68,0,0,1,1,1,1
4/23/2013,2013,113,5227,2303,K22,K22 2013,K22 2013 1,0,11,LK,615,53,3,100,0,0,0,0
4/25/2013,2013,115,5229,2305,K22,K22 2013,K22 2013 2,0,16,LK,595,65,8,30,0,0,0,0
5/3/2013,2013,123,5237,2313,K22,K22 2013,K22 2013 3,0,4,LK,519,58,4,35,0,0,0,0
4/24/2014,2014,114,5593,2669,K22,K22 2014,K22 2014 1,0,4,LK,660,65,1,0,0,0,0,0
4/25/2014,2014,115,5594,2670,K22,K22 2014,K22 2014 2,0,13,LK,488,54,2,0,0,0,0,0
4/28/2014,2014,118,5597,2673,K22,K22 2014,K22 2014 3,0,12,LK,602,69,0,80,0,1,1,1
5/5/2015,2015,125,5969,3045,K22,K22 2015,K22 2015 1,0,1,LK,388,55,0,0,0,0,0,0
5/8/2015,2015,128,5972,3048,K22,K22 2015,K22 2015 2,0,5,LK,596,70,4,15,0,0,0,0
4/30/2007,2007,120,3042,120,K23,K23 2007,K23 2007 1,0,15,LK,690,83,4,0,1,1,1,1
5/2/2007,2007,122,3044,122,K23,K23 2007,K23 2007 2,0,7,LK,425,60,1,0,0,0,0,0
5/10/2007,2007,130,3052,130,K23,K23 2007,K23 2007 3,0,7,LK,706,75,1,70,0,0,0,0
4/22/2008,2008,113,3400,478,K23,K23 2008,K23 2008 1,0,3,LK,622,68.9,5,95,0,0,0,0
4/26/2008,2008,117,3404,482,K23,K23 2008,K23 2008 2,0,3,LK,412,67.1,0,0,0,0,0,0
4/30/2008,2008,121,3408,486,K23,K23 2008,K23 2008 3,0,3,LK,615,65.7,1,0,0,0,0,0
4/27/2009,2009,117,3770,847,K23,K23 2009,K23 2009 1,0,11,LK,659,78,2,0,0,1,1,1
4/29/2009,2009,119,3772,849,K23,K23 2009,K23 2009 2,0,11,LK,370,60,0,0,0,0,0,0
5/1/2009,2009,121,3774,851,K23,K23 2009,K23 2009 3,0,11,LK,625,71,2,0,1,1,1,1
4/27/2010,2010,117,4135,1212,K23,K23 2010,K23 2010 1,0,11,LK,488,62,5,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K23,K23 2010,K23 2010 2,0,11,LK,440,68,0,100,0,0,0,0
4/30/2007,2007,120,3042,120,K24,K24 2007,K24 2007 1,0,7,LK,689,85,5,0,0,0,0,0
5/2/2007,2007,122,3044,122,K24,K24 2007,K24 2007 2,0,7,LK,409,60,2,0,0,0,0,0
5/10/2007,2007,130,3052,130,K24,K24 2007,K24 2007 3,0,7,LK,658,75,1,90,0,1,1,1
4/22/2008,2008,113,3400,478,K24,K24 2008,K24 2008 1,0,3,LK,642,69.2,2,100,0,0,0,0
4/26/2008,2008,117,3404,482,K24,K24 2008,K24 2008 2,0,3,LK,397,66.1,0,0,0,0,0,0
4/30/2008,2008,121,3408,486,K24,K24 2008,K24 2008 3,0,3,LK,630,66.4,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K24,K24 2009,K24 2009 1,0,11,LK,671,79,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K24,K24 2009,K24 2009 2,0,11,LK,388,60,0,0,0,1,1,1
5/1/2009,2009,121,3774,851,K24,K24 2009,K24 2009 3,0,11,LK,643,72,5,0,1,0,1,1
4/27/2010,2010,117,4135,1212,K24,K24 2010,K24 2010 1,0,11,LK,446,57,4,0,0,0,0,0
4/30/2007,2007,120,3042,120,K25,K25 2007,K25 2007 1,0,7,LK,700,85,10,0,0,0,0,0
5/2/2007,2007,122,3044,122,K25,K25 2007,K25 2007 2,0,7,LK,394,60,5,0,1,1,1,1
5/10/2007,2007,130,3052,130,K25,K25 2007,K25 2007 3,0,7,LK,671,75,3,95,2,2,2,1
4/22/2008,2008,113,3400,478,K25,K25 2008,K25 2008 1,0,3,LK,650,69.2,2,100,0,0,0,0
4/26/2008,2008,117,3404,482,K25,K25 2008,K25 2008 2,0,3,LK,386,65,0,0,2,2,2,1
4/30/2008,2008,121,3408,486,K25,K25 2008,K25 2008 3,0,3,LK,638,67.2,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K25,K25 2009,K25 2009 1,0,11,LK,683,80,2,0,2,2,2,1
4/29/2009,2009,119,3772,849,K25,K25 2009,K25 2009 2,0,11,LK,399,60,0,0,2,2,2,1
5/1/2009,2009,121,3774,851,K25,K25 2009,K25 2009 3,0,11,LK,666,74,4,0,0,0,0,0
4/27/2010,2013,117,5231,2307,K25,K25 2013,K25 2013 1,0,11,LK,459,59,4,0,1,1,1,1
4/30/2007,2007,120,3042,120,K26,K26 2007,K26 2007 1,0,7,LK,711,85,10,0,0,0,0,0
5/2/2007,2007,122,3044,122,K26,K26 2007,K26 2007 2,0,7,LK,381,60,0,0,0,1,1,1
5/10/2007,2007,130,3052,130,K26,K26 2007,K26 2007 3,0,7,LK,686,75,1,80,0,0,0,0
4/22/2008,2008,113,3400,478,K26,K26 2008,K26 2008 1,0,3,LK,660,68.7,2,100,0,0,0,0
4/26/2008,2008,117,3404,482,K26,K26 2008,K26 2008 2,0,3,LK,374,65,0,0,0,0,0,0
4/30/2008,2008,121,3408,486,K26,K26 2008,K26 2008 3,0,3,LK,649,68.7,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K26,K26 2009,K26 2009 1,0,11,LK,699,80,2,0,0,0,0,0
4/29/2009,2009,119,3772,849,K26,K26 2009,K26 2009 2,0,11,LK,410,60,0,0,0,0,0,0
5/1/2009,2009,121,3774,851,K26,K26 2009,K26 2009 3,0,11,LK,677,74,4,0,0,0,0,0
4/27/2010,2010,117,4135,1212,K26,K26 2010,K26 2010 1,0,11,LK,472,61,4,0,0,0,0,0
4/30/2007,2007,120,3042,120,K3,K3 2007,K3 2007 1,0,7,LK,401,58,1,0,3,3,3,1
5/2/2007,2007,122,3044,122,K3,K3 2007,K3 2007 2,0,7,LK,676,76,10,0,1,0,1,1
5/10/2007,2007,130,3052,130,K3,K3 2007,K3 2007 3,0,7,LK,381,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K3,K3 2008,K3 2008 1,0,3,LK,395,59.4,1,100,3,3,3,1
4/26/2008,2008,117,3404,482,K3,K3 2008,K3 2008 2,0,3,LK,632,80.4,2,0,0,0,0,0
4/30/2008,2008,121,3408,486,K3,K3 2008,K3 2008 3,0,3,LK,395,37.8,0,0,1,1,1,1
4/27/2009,2009,117,3770,847,K3,K3 2009,K3 2009 1,0,11,LK,389,60,0,0,1,0,1,1
4/29/2009,2009,119,3772,849,K3,K3 2009,K3 2009 2,0,11,LK,616,75,8,0,1,1,1,1
5/1/2009,2009,121,3774,851,K3,K3 2009,K3 2009 3,0,11,LK,398,61,1,0,2,1,2,1
4/27/2010,2010,117,4135,1212,K3,K3 2010,K3 2010 1,0,11,LK,391,56,0,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K3,K3 2010,K3 2010 2,0,11,LK,580,66,0,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K3,K3 2010,K3 2010 3,0,11,LK,389,68,0,100,0,0,0,0
4/30/2007,2007,120,3042,120,K4,K4 2007,K4 2007 1,0,7,LK,412,59,1,0,1,1,1,1
5/2/2007,2007,122,3044,122,K4,K4 2007,K4 2007 2,0,7,LK,666,76,2,0,1,1,1,1
5/10/2007,2007,130,3052,130,K4,K4 2007,K4 2007 3,0,7,LK,390,64,0,100,2,2,2,1
4/22/2008,2008,113,3400,478,K4,K4 2008,K4 2008 1,0,3,LK,404,59.4,1,100,1,1,1,1
4/26/2008,2008,117,3404,482,K4,K4 2008,K4 2008 2,0,3,LK,620,80.4,2,0,0,0,0,0
4/30/2008,2008,121,3408,486,K4,K4 2008,K4 2008 3,0,3,LK,404,38,0,0,1,1,0,0
4/27/2009,2009,117,3770,847,K4,K4 2009,K4 2009 1,0,11,LK,400,60,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K4,K4 2009,K4 2009 2,0,11,LK,594,73,6,0,1,1,1,1
5/1/2009,2009,121,3774,851,K4,K4 2009,K4 2009 3,0,11,LK,407,61,0,0,2,2,2,1
4/27/2010,2010,117,4135,1212,K4,K4 2010,K4 2010 1,0,11,LK,398,56,1,0,1,0,1,1
4/29/2010,2010,119,4137,1214,K4,K4 2010,K4 2010 2,0,11,LK,587,67,1,0,1,1,1,1
5/5/2010,2010,125,4143,1220,K4,K4 2010,K4 2010 3,0,11,LK,394,68,0,100,2,2,2,1
4/30/2007,2007,120,3042,120,K5,K5 2007,K5 2007 1,0,7,LK,423,62,0,0,0,0,0,0
5/2/2007,2007,122,3044,122,K5,K5 2007,K5 2007 2,0,7,LK,650,76,5,0,0,0,0,0
5/10/2007,2007,130,3052,130,K5,K5 2007,K5 2007 3,0,7,LK,410,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K5,K5 2008,K5 2008 1,0,3,LK,412,60.3,1,100,0,0,0,0
4/26/2008,2008,117,3404,482,K5,K5 2008,K5 2008 2,0,3,LK,608,80.1,2,0,0,0,0,0
4/30/2008,2008,121,3408,486,K5,K5 2008,K5 2008 3,0,3,LK,412,38.7,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K5,K5 2009,K5 2009 1,0,11,LK,415,60,0,0,1,0,1,1
4/29/2009,2009,119,3772,849,K5,K5 2009,K5 2009 2,0,11,LK,604,74,8,0,1,1,1,1
5/1/2009,2009,121,3774,851,K5,K5 2009,K5 2009 3,0,11,LK,418,61,3,0,1,2,2,1
4/27/2010,2010,117,4135,1212,K5,K5 2010,K5 2010 1,0,11,LK,411,56,0,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K5,K5 2010,K5 2010 2,0,11,LK,599,67,1,0,1,1,1,1
5/5/2010,2010,125,4143,1220,K5,K5 2010,K5 2010 3,0,11,LK,408,68,0,100,0,0,0,0
4/30/2007,2007,120,3042,120,K6,K6 2007,K6 2007 1,0,7,LK,440,63,0,0,0,0,0,0
5/2/2007,2007,122,3044,122,K6,K6 2007,K6 2007 2,0,7,LK,634,75,3,0,0,0,0,0
5/10/2007,2007,130,3052,130,K6,K6 2007,K6 2007 3,0,7,LK,427,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K6,K6 2008,K6 2008 1,0,3,LK,426,60.7,1,100,1,0,1,1
4/26/2008,2008,117,3404,482,K6,K6 2008,K6 2008 2,0,3,LK,591,80.2,1,0,1,1,1,1
4/30/2008,2008,121,3408,486,K6,K6 2008,K6 2008 3,0,3,LK,421,39.2,0,0,1,1,0,0
4/27/2009,2009,117,3770,847,K6,K6 2009,K6 2009 1,0,11,LK,432,60,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K6,K6 2009,K6 2009 2,0,11,LK,585,72,6,0,0,0,0,0
5/1/2009,2009,121,3774,851,K6,K6 2009,K6 2009 3,0,11,LK,432,62,1,0,0,0,0,0
4/27/2010,2010,117,4135,1212,K6,K6 2010,K6 2010 1,0,11,LK,422,57,0,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K6,K6 2010,K6 2010 2,0,11,LK,611,68,0,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K6,K6 2010,K6 2010 3,0,11,LK,422,68,0,100,0,0,0,0
4/26/2011,2011,116,4499,1576,K6,K6 2011,K6 2011 1,0,4,LK,568,75,0,75,0,0,0,0
5/2/2011,2011,122,4505,1582,K6,K6 2011,K6 2011 2,0,11,LK,492,62,0,20,0,0,0,0
5/3/2011,2011,123,4506,1583,K6,K6 2011,K6 2011 3,0,4,LK,480,70,5,0,0,1,1,1
4/30/2012,2012,121,4869,1946,K6,K6 2012,K6 2012 1,0,11,LK,469,68,0,100,0,0,0,0
5/2/2012,2012,123,4871,1948,K6,K6 2012,K6 2012 2,0,16,LK,550,68,8,5,0,0,0,0
5/3/2012,2012,124,4872,1949,K6,K6 2012,K6 2012 3,0,16,LK,600,72,3,0,0,0,0,0
4/23/2013,2013,113,5227,2303,K6,K6 2013,K6 2013 1,0,11,LK,479,50,8,100,1,0,1,1
4/25/2013,2013,115,5229,2305,K6,K6 2013,K6 2013 2,0,16,LK,520,60,4,90,1,2,2,1
5/1/2013,2013,121,5235,2311,K6,K6 2013,K6 2013 3,0,4,LK,518,63,2,100,0,0,0,0
4/24/2014,2014,114,5593,2669,K6,K6 2014,K6 2014 1,0,4,LK,525,57,3,0,0,0,0,0
4/25/2014,2014,115,5594,2670,K6,K6 2014,K6 2014 2,0,13,LK,609,64,3,5,0,0,0,0
4/28/2014,2014,118,5597,2673,K6,K6 2014,K6 2014 3,0,12,LK,456,65,0,80,0,0,0,0
5/5/2015,2015,125,5969,3045,K6,K6 2015,K6 2015 1,0,1,LK,465,62,0,0,0,0,0,0
5/8/2015,2015,128,5972,3048,K6,K6 2015,K6 2015 2,0,5,LK,461,62,1,0,0,0,0,0
4/30/2007,2007,120,3042,120,K7,K7 2007,K7 2007 1,0,7,LK,456,64,0,0,0,0,0,0
5/2/2007,2007,122,3044,122,K7,K7 2007,K7 2007 2,0,7,LK,620,73,2,0,0,0,0,0
5/10/2007,2007,130,3052,130,K7,K7 2007,K7 2007 3,0,7,LK,442,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K7,K7 2008,K7 2008 1,0,3,LK,451,59.4,1,100,0,0,0,0
4/26/2008,2008,117,3404,482,K7,K7 2008,K7 2008 2,0,3,LK,580,79,2,0,0,0,0,0
4/30/2008,2008,121,3408,486,K7,K7 2008,K7 2008 3,0,3,LK,441,41.7,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K7,K7 2009,K7 2009 1,0,11,LK,460,61,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K7,K7 2009,K7 2009 2,0,11,LK,563,70,4,0,0,0,0,0
5/1/2009,2009,121,3774,851,K7,K7 2009,K7 2009 3,0,11,LK,454,62,3,0,0,0,0,0
4/28/2010,2010,118,4136,1213,K7,K7 2010,K7 2010 1,0,11,LK,635,68,2,15,0,0,0,0
4/29/2010,2010,119,4137,1214,K7,K7 2010,K7 2010 2,0,11,LK,381,44,0,0,2,2,2,1
5/5/2010,2010,125,4143,1220,K7,K7 2010,K7 2010 3,0,11,LK,596,70,0,100,3,2,3,1
4/26/2011,2011,116,4499,1576,K7,K7 2011,K7 2011 1,0,4,LK,585,75,0,70,0,0,0,0
5/2/2011,2011,122,4505,1582,K7,K7 2011,K7 2011 2,0,11,LK,477,60,0,20,0,0,0,0
5/3/2011,2011,123,4506,1583,K7,K7 2011,K7 2011 3,0,4,LK,461,66,5,10,0,1,1,1
4/30/2012,2012,121,4869,1946,K7,K7 2012,K7 2012 1,0,11,LK,489,68,2.5,100,0,0,0,0
5/2/2012,2012,123,4871,1948,K7,K7 2012,K7 2012 2,0,16,LK,569,72,7,0,0,0,0,0
5/3/2012,2012,124,4872,1949,K7,K7 2012,K7 2012 3,0,16,LK,582,72,4,0,0,0,0,0
4/23/2013,2013,113,5227,2303,K7,K7 2013,K7 2013 1,0,11,LK,496,51,3,100,0,0,0,0
4/25/2013,2013,115,5229,2305,K7,K7 2013,K7 2013 2,0,16,LK,540,65,5,80,0,0,0,0
5/1/2013,2013,121,5235,2311,K7,K7 2013,K7 2013 3,0,4,LK,575,64,0,100,1,1,1,1
4/24/2014,2014,114,5593,2669,K7,K7 2014,K7 2014 1,0,4,LK,540,57,2,0,0,0,0,0
4/25/2014,2014,115,5594,2670,K7,K7 2014,K7 2014 2,0,13,LK,594,63,2,0,0,0,0,0
4/28/2014,2014,118,5597,2673,K7,K7 2014,K7 2014 3,0,12,LK,479,65,0,80,0,0,0,0
5/5/2015,2015,125,5969,3045,K7,K7 2015,K7 2015 1,0,1,LK,445,60,0,0,1,1,1,1
5/8/2015,2015,128,5972,3048,K7,K7 2015,K7 2015 2,0,5,LK,482,64,1,0,0,0,0,0
4/30/2007,2007,120,3042,120,K8,K8 2007,K8 2007 1,0,7,LK,460,65,1,0,0,0,0,0
5/2/2007,2007,122,3044,122,K8,K8 2007,K8 2007 2,0,7,LK,608,73,5,0,0,0,0,0
5/10/2007,2007,130,3052,130,K8,K8 2007,K8 2007 3,0,7,LK,454,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K8,K8 2008,K8 2008 1,0,3,LK,440,60.1,1,100,0,0,0,0
4/26/2008,2008,117,3404,482,K8,K8 2008,K8 2008 2,0,3,LK,571,78.4,1,0,0,0,0,0
4/30/2008,2008,121,3408,486,K8,K8 2008,K8 2008 3,0,3,LK,432,40,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K8,K8 2009,K8 2009 1,0,11,LK,451,60,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K8,K8 2009,K8 2009 2,0,11,LK,570,71,6,0,0,0,0,0
4/30/2007,2007,120,3042,120,K9,K9 2007,K9 2007 1,0,7,LK,484,65,0,0,0,0,0,0
5/2/2007,2007,122,3044,122,K9,K9 2007,K9 2007 2,0,7,LK,596,72,3,0,0,0,0,0
5/10/2007,2007,130,3052,130,K9,K9 2007,K9 2007 3,0,7,LK,476,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,K9,K9 2008,K9 2008 1,0,3,LK,465,60.3,1,100,0,0,0,0
4/26/2008,2008,117,3404,482,K9,K9 2008,K9 2008 2,0,3,LK,560,78.4,2,0,0,0,0,0
4/30/2008,2008,121,3408,486,K9,K9 2008,K9 2008 3,0,3,LK,454,43,0,0,0,0,0,0
4/27/2009,2009,117,3770,847,K9,K9 2009,K9 2009 1,0,11,LK,475,62,0,0,0,0,0,0
4/29/2009,2009,119,3772,849,K9,K9 2009,K9 2009 2,0,11,LK,552,69,2,0,0,0,0,0
5/1/2009,2009,121,3774,851,K9,K9 2009,K9 2009 3,0,11,LK,468,63,2,0,0,0,0,0
4/27/2010,2010,117,4135,1212,K9,K9 2010,K9 2010 1,0,11,LK,578,66,5,0,0,0,0,0
4/29/2010,2010,119,4137,1214,K9,K9 2010,K9 2010 2,0,11,LK,371,44,0,0,0,0,0,0
5/5/2010,2010,125,4143,1220,K9,K9 2010,K9 2010 3,0,11,LK,586,70,0,100,0,0,0,0
4/26/2011,2011,116,4499,1576,K9,K9 2011,K9 2011 1,0,4,LK,603,76,0,85,0,0,0,0
5/2/2011,2011,122,4505,1582,K9,K9 2011,K9 2011 2,0,11,LK,463,59,0,20,0,0,0,0
5/3/2011,2011,123,4506,1583,K9,K9 2011,K9 2011 3,0,4,LK,450,66,4,20,0,0,0,0
4/30/2012,2012,121,4869,1946,K9,K9 2012,K9 2012 1,0,11,LK,503,68,5,100,0,0,0,0
5/2/2012,2012,123,4871,1948,K9,K9 2012,K9 2012 2,0,16,LK,584,75,7,0,0,0,0,0
5/3/2012,2012,124,4872,1949,K9,K9 2012,K9 2012 3,0,16,LK,570,70,5,0,0,0,0,0
4/23/2013,2013,113,5227,2303,K9,K9 2013,K9 2013 1,0,11,LK,515,51,5,100,0,0,0,0
4/25/2013,2013,115,5229,2305,K9,K9 2013,K9 2013 2,0,16,LK,553,65,3,100,0,0,0,0
5/1/2013,2013,121,5235,2311,K9,K9 2013,K9 2013 3,0,4,LK,564,64,3,100,0,0,0,0
4/24/2014,2014,114,5593,2669,K9,K9 2014,K9 2014 1,0,4,LK,564,57,1,0,0,0,0,0
4/25/2014,2014,115,5594,2670,K9,K9 2014,K9 2014 2,0,13,LK,575,60,1,5,0,0,0,0
4/28/2014,2014,118,5597,2673,K9,K9 2014,K9 2014 3,0,12,LK,501,66,0,80,0,0,0,0
5/5/2015,2015,125,5969,3045,K9,K9 2015,K9 2015 1,0,1,LK,432,58,0,0,0,0,0,0
5/8/2015,2015,128,5972,3048,K9,K9 2015,K9 2015 2,0,5,LK,500,64,4,0,0,0,0,0
4/30/2007,2007,120,3042,120,L1,L1 2007,L1 2007 1,0,4,LK,377,57,0,0,0,0,0,0
5/2/2007,2007,122,3044,122,L1,L1 2007,L1 2007 2,0,4,LK,653,77,3,10,0,0,0,0
5/10/2007,2007,130,3052,130,L1,L1 2007,L1 2007 3,0,4,LK,373,64,0,100,0,0,0,0
4/22/2008,2008,113,3400,478,L1,L1 2008,L1 2008 1,0,4,LK,389,55,3,100,0,0,0,0
4/24/2008,2008,115,3402,480,L1,L1 2008,L1 2008 2,0,4,LK,658,75,0,0,0,0,0,0
4/30/2008,2008,121,3408,486,L1,L1 2008,L1 2008 3,0,4,LK,383,40,0,0,0,0,0,0
4/28/2009,2009,118,3771,848,L1,L1 2009,L1 2009 1,0,4,LK,365,58,0,0,1,1,0,0
4/30/2009,2009,120,3773,850,L1,L1 2009,L1 2009 2,0,4,LK,624,66,1,100,1,1,1,1
5/5/2009,2009,125,3778,855,L1,L1 2009,L1 2009 3,0,4,LK,371,61,0,100,1,1,1,1
4/22/2010,2010,112,4130,1207,L1,L1 2010,L1 2010 1,0,4,LK,370,43,0,0,1,0,0,0
4/28/2010,2010,118,4136,1213,L1,L1 2010,L1 2010 2,0,4,LK,597,65,2,5,0,0,0,0
5/3/2010,2010,123,4141,1218,L1,L1 2010,L1 2010 3,0,4,LK,373,73,3,95,0,0,0,0
4/26/2011,2011,116,4499,1576,L1,L1 2011,L1 2011 1,0,4,LK,379,69,0,100,0,0,0,0
5/2/2011,2011,122,4505,1582,L1,L1 2011,L1 2011 2,0,11,LK,636,78,0,10,0,0,0,0
5/3/2011,2011,123,4506,1583,L1,L1 2011,L1 2011 3,0,4,LK,634,78,5,60,1,0,1,1
4/30/2012,2012,121,4869,1946,L1,L1 2012,L1 2012 1,0,11,LK,360,68,2.5,100,0,0,0,0
5/2/2012,2012,123,4871,1948,L1,L1 2012,L1 2012 2,0,16,LK,398,64,2,100,0,0,0,0
5/3/2012,2012,124,4872,1949,L1,L1 2012,L1 2012 3,0,16,LK,368,65,0,0,0,0,0,0
4/23/2013,2013,113,5227,2303,L1,L1 2013,L1 2013 1,0,11,LK,380,47,3.5,100,0,0,0,0
4/25/2013,2013,115,5229,2305,L1,L1 2013,L1 2013 2,0,16,LK,368,60,1,100,1,1,1,1
5/1/2013,2013,121,5235,2311,L1,L1 2013,L1 2013 3,0,4,LK,372,60,1,100,0,0,0,0
