Name Year Run,TotalBACS
K20 2010 3,0
K21 2006 1,0
K21 2006 2,0
K21 2006 3,0
K21 2006 4,0
K21 2006 5,1
K21 2007 1,0
K21 2007 2,0
K21 2007 3,0
K21 2008 1,1
K21 2008 2,1
K21 2008 3,0
K21 2009 1,0
K21 2009 2,1
K21 2009 3,1
K21 2010 1,0
K21 2010 2,0
K21 2010 3,0
K22 2006 1,0
K22 2006 2,1
K22 2006 3,1
K22 2006 4,0
K22 2006 5,1
K22 2007 1,0
K22 2007 2,1
K22 2007 3,1
K22 2008 1,0
K22 2008 2,2
K22 2008 3,2
K22 2009 1,0
K22 2009 2,0
K22 2009 3,0
K22 2010 1,2
K22 2010 2,1
K22 2010 3,2
K22 2011 1,0
K22 2011 2,1
K22 2011 3,1
K22 2012 1,0
K22 2012 2,1
K22 2012 3,1
K22 2013 1,0
K22 2013 2,0
K22 2013 3,0
K22 2014 1,0
K22 2014 2,0
K22 2014 3,1
K22 2015 1,0
K22 2015 2,0
K23 2006 1,1
K23 2006 2,1
K23 2006 3,0
K23 2006 4,1
K23 2006 5,1
K23 2007 1,1
K23 2007 2,0
K23 2007 3,0
K23 2008 1,0
K23 2008 2,0
K23 2008 3,0
K23 2009 1,1
K23 2009 2,0
K23 2009 3,1
K23 2010 1,0
K23 2010 2,0
K24 2006 1,0
K24 2006 2,0
K24 2006 3,0
K24 2006 4,0
K24 2006 5,0
K24 2007 1,0
K24 2007 2,0
K24 2007 3,1
K24 2008 1,0
K24 2008 2,0
K24 2008 3,0
K24 2009 1,0
K24 2009 2,1
K24 2009 3,1
K24 2010 1,0
K25 2006 1,0
K25 2006 2,0
K25 2006 3,0
K25 2006 4,0
K25 2006 5,0
K25 2007 1,0
K25 2007 2,1
K25 2007 3,2
K25 2008 1,0
K25 2008 2,2
K25 2008 3,0
K25 2009 1,2
K25 2009 2,2
K25 2009 3,0
K25 2013 1,1
K26 2006 1,0
K26 2006 2,0
K26 2006 3,0
K26 2006 4,0
K26 2006 5,0
K26 2007 1,0
K26 2007 2,1
K26 2007 3,0
K26 2008 1,0
K26 2008 2,0
K26 2008 3,0
K26 2009 1,0
K26 2009 2,0
K26 2009 3,0
K26 2010 1,0
K3 2006 1,0
K3 2006 2,1
K3 2006 3,1
K3 2006 4,1
K3 2006 5,0
K3 2007 1,3
K3 2007 2,1
K3 2007 3,0
K3 2008 1,3
K3 2008 2,0
K3 2008 3,1
K3 2009 1,1
K3 2009 2,1
K3 2009 3,2
K3 2010 1,0
K3 2010 2,0
K3 2010 3,0
K4 2006 1,1
K4 2006 2,0
K4 2006 3,0
K4 2006 4,0
K4 2006 5,0
K4 2007 1,1
K4 2007 2,1
K4 2007 3,2
K4 2008 1,1
K4 2008 2,0
K4 2008 3,0
K4 2009 1,0
K4 2009 2,1
K4 2009 3,2
K4 2010 1,1
K4 2010 2,1
K4 2010 3,2
K5 2006 1,0
K5 2006 2,1
K5 2006 3,1
K5 2006 4,0
K5 2007 1,0
K5 2007 2,0
K5 2007 3,0
K5 2008 1,0
K5 2008 2,0
K5 2008 3,0
K5 2009 1,1
K5 2009 2,1
K5 2009 3,2
K5 2010 1,0
K5 2010 2,1
K5 2010 3,0
K6 2006 1,0
K6 2006 2,0
K6 2006 3,0
K6 2006 4,0
K6 2006 5,0
K6 2007 1,0
K6 2007 2,0
K6 2007 3,0
K6 2008 1,1
K6 2008 2,1
K6 2008 3,0
K6 2009 1,0
K6 2009 2,0
K6 2009 3,0
K6 2010 1,0
K6 2010 2,0
K6 2010 3,0
K6 2011 1,0
K6 2011 2,0
K6 2011 3,1
K6 2012 1,0
K6 2012 2,0
K6 2012 3,0
K6 2013 1,1
K6 2013 2,2
K6 2013 3,0
K6 2014 1,0
K6 2014 2,0
K6 2014 3,0
K6 2015 1,0
K6 2015 2,0
K7 2006 1,0
K7 2006 2,1
K7 2006 3,1
K7 2006 4,0
K7 2006 5,0
K7 2007 1,0
K7 2007 2,0
K7 2007 3,0
K7 2008 1,0
K7 2008 2,0
K7 2008 3,0
K7 2009 1,0
K7 2009 2,0
K7 2009 3,0
K7 2010 1,0
K7 2010 2,2
K7 2010 3,3
K7 2011 1,0
K7 2011 2,0
K7 2011 3,1
K7 2012 1,0
K7 2012 2,0
K7 2012 3,0
K7 2013 1,0
K7 2013 2,0
K7 2013 3,1
K7 2014 1,0
K7 2014 2,0
K7 2014 3,0
K7 2015 1,1
K7 2015 2,0
K8 2006 1,0
K8 2006 2,0
K8 2006 3,0
K8 2006 4,0
K8 2007 1,0
K8 2007 2,0
K8 2007 3,0
K8 2008 1,0
K8 2008 2,0
K8 2008 3,0
K8 2009 1,0
K8 2009 2,0
K9 2006 1,0
K9 2006 2,0
K9 2006 3,0
K9 2006 4,0
K9 2006 5,0
K9 2007 1,0
K9 2007 2,0
K9 2007 3,0
K9 2008 1,0
K9 2008 2,0
K9 2008 3,0
K9 2009 1,0
K9 2009 2,0
K9 2009 3,0
K9 2010 1,0
K9 2010 2,0
K9 2010 3,0
K9 2011 1,0
K9 2011 2,0
K9 2011 3,0
K9 2012 1,0
K9 2012 2,0
K9 2012 3,0
K9 2013 1,0
K9 2013 2,0
K9 2013 3,0
K9 2014 1,0
K9 2014 2,0
K9 2014 3,0
K9 2015 1,0
K9 2015 2,0
L? 2015 1,0
L1 2006 1,0
L1 2006 2,0
L1 2006 3,0
L1 2006 4,0
L1 2006 5,0
L1 2007 1,0
L1 2007 2,0
L1 2007 3,0
L1 2008 1,0
L1 2008 2,0
L1 2008 3,0
L1 2009 1,0
L1 2009 2,1
L1 2009 3,1
L1 2010 1,0
L1 2010 2,0
L1 2010 3,0
L1 2011 1,0
L1 2011 2,0
L1 2011 3,1
L1 2012 1,0
L1 2012 2,0
L1 2012 3,0
L1 2013 1,0
L1 2013 2,1
L1 2013 3,0
L10 2006 1,0
L10 2006 2,0
L10 2006 3,0
L10 2006 4,0
L10 2006 5,0
L10 2007 1,0
L10 2007 2,0
L10 2007 3,0
L10 2008 1,0
L10 2008 2,0
L10 2008 3,0
L10 2009 1,1
L10 2009 2,0
L10 2009 3,0
L10 2010 1,1
L10 2010 2,0
L10 2010 3,1
L11 2006 1,0
L11 2006 2,0
L11 2006 3,0
L11 2006 4,0
L11 2006 5,0
L11 2007 1,0
L11 2007 2,0
L11 2007 3,0
L11 2008 1,0
L11 2008 2,0
L11 2008 3,0
L11 2009 1,1
L11 2009 2,1
L11 2009 3,1
L11 2010 1,0
L11 2010 2,0
L11 2010 3,0
L12 2006 1,3
L12 2006 2,0
L12 2006 3,0
L12 2006 4,2
L12 2006 5,1
L12 2007 1,2
L12 2007 2,1
L12 2007 3,1
L12 2008 1,0
L12 2008 2,0
L12 2008 3,1
L12 2009 1,1
L12 2009 2,2
L12 2009 3,0
L12 2010 1,0
L12 2010 2,1
L12 2010 3,0
L12 2011 1,0
L12 2011 2,0
L12 2011 3,0
L12 2012 1,1
L12 2012 2,1
L12 2012 3,0
L12 2013 1,1
L12 2013 2,1
L12 2013 3,0
L12 2014 1,1
L12 2014 2,1
L12 2014 3,0
L12 2015 1,0
L12 2015 2,0
L13 2006 1,0
L13 2006 2,0
L13 2006 3,0
L13 2006 4,0
L13 2006 5,0
L13 2007 1,0
L13 2007 2,0
L13 2007 3,0
L13 2008 1,0
L13 2008 2,0
L13 2008 3,0
L13 2009 1,0
L13 2009 2,0
L13 2009 3,0
L13 2010 1,0
L14 2006 1,0
L14 2006 2,0
L14 2006 3,0
L14 2006 4,0
L14 2006 5,0
L14 2007 1,0
L14 2007 2,0
L14 2007 3,0
L14 2008 1,0
L14 2008 2,0
L14 2008 3,0
L14 2009 1,0
L14 2009 2,0
L14 2009 3,0
L14 2010 1,0
L14 2010 2,0
L14 2010 3,0
L14 2011 1,0
L14 2011 2,0
L14 2011 3,0
l14 2012 1,0
L14 2012 2,0
L14 2012 3,0
L14 2013 1,0
L14 2013 2,0
L14 2013 3,0
L14 2014 1,0
L14 2014 2,0
L14 2014 3,0
L15 2006 1,0
L15 2006 2,0
L15 2006 3,0
L15 2006 4,0
L15 2006 5,0
L15 2007 1,0
L15 2007 2,0
L15 2007 3,0
L15 2008 1,0
L15 2008 2,0
L15 2008 3,0
L15 2009 1,0
L15 2009 2,0
L15 2009 3,0
L15 2010 1,0
L15 2010 2,0
L15 2010 3,0
L16 2006 1,0
L16 2006 2,0
L16 2006 3,0
L16 2006 4,0
L16 2006 5,0
L16 2007 1,0
L16 2007 2,1
L16 2007 3,0
L16 2008 1,0
L16 2008 2,2
L16 2008 3,0
L16 2009 1,1
L16 2009 2,2
L16 2009 3,1
L16 2010 1,0
L16 2010 2,0
L16 2010 3,0
L16 2011 1,1
L16 2011 2,0
L16 2011 3,1
L16 2012 1,0
L16 2012 2,0
L16 2012 3,2
L16 2013 1,1
L16 2013 2,1
L16 2013 3,2
L16 2014 1,1
L16 2014 2,1
L16 2014 3,2
L16 2015 1,1
L16 2015 2,0
L17 2006 1,0
L17 2006 2,0
L17 2006 3,0
L17 2006 4,0
L17 2006 5,0
L17 2007 1,1
L17 2007 2,1
L17 2007 3,1
L17 2008 1,2
L17 2008 2,0
L17 2008 3,2
L17 2009 1,2
L17 2009 2,3
L17 2009 3,1
L17 2010 1,0
L17 2010 2,0
L17 2010 3,1
L18 2006 1,0
L18 2006 2,0
L18 2006 3,0
L18 2006 4,0
L18 2006 5,0
L18 2007 1,0
L18 2007 2,0
L18 2007 3,0
L18 2008 1,0
L18 2008 2,1
L18 2008 3,0
L18 2009 1,0
L18 2009 2,0
L18 2010 1,4
L18 2010 2,2
L18 2010 3,1
L18 2011 1,1
L18 2011 2,0
L18 2011 3,0
L18 2012 1,1
L18 2012 2,2
L18 2012 3,2
L18 2013 1,0
L18 2013 2,0
L18 2013 3,1
L18 2014 1,1
L18 2014 2,1
L18 2014 3,1
L18 2015 1,2
L18 2015 2,1
L19 2006 1,1
L19 2006 2,0
L19 2006 3,0
L19 2006 4,0
L19 2006 5,1
L19 2007 1,1
L19 2007 2,0
L19 2007 3,0
L19 2008 1,0
L19 2008 2,2
L19 2008 3,0
L19 2009 1,0
L19 2009 2,0
L19 2010 1,2
L2 2006 1,0
L2 2006 2,0
L2 2006 3,0
L2 2006 4,0
L2 2006 5,0
L2 2007 1,0
L2 2007 2,0
L2 2007 3,0
L2 2008 1,0
L2 2008 2,0
L2 2008 3,0
L2 2009 1,2
L2 2009 2,2
L2 2009 3,2
L2 2010 1,0
L2 2010 2,0
L2 2010 3,0
L20 2006 1,0
L20 2006 2,0
L20 2006 3,0
L20 2006 4,0
L20 2006 5,0
L20 2007 1,0
L20 2007 2,0
L20 2007 3,0
L20 2008 1,0
L20 2008 2,1
L20 2008 3,1
L20 2009 1,0
L20 2009 2,1
L20 2009 3,1
L20 2010 1,0
L20 2010 2,0
L20 2010 3,0
L21 2006 1,0
L21 2006 2,1
L21 2006 3,1
L21 2006 4,0
L21 2006 5,0
L21 2007 1,0
L21 2007 2,0
L21 2007 3,0
L21 2008 1,1
L21 2008 2,0
L21 2008 3,1
L21 2009 1,1
L21 2009 2,2
L21 2009 3,2
L21 2010 1,0
L21 2010 2,1
L21 2010 3,1
L21 2011 1,0
L21 2011 2,0
L21 2011 3,0
L21 2012 1,0
L21 2012 2,0
L21 2012 3,0
L21 2013 1,0
L21 2013 2,0
L21 2013 3,0
L21 2014 1,0
L21 2014 2,0
L21 2014 3,0
L21 2015 1,0
L21 2015 2,0
L22 2006 1,1
L22 2006 2,0
L22 2006 3,0
L22 2006 4,1
L22 2006 5,0
L22 2007 1,0
L22 2007 2,0
L22 2007 3,1
L22 2008 1,0
L22 2008 2,0
L22 2008 3,0
L22 2009 1,2
L22 2009 2,0
L22 2009 3,1
L22 2010 1,0
L22 2010 2,1
L22 2010 3,0
L23 2006 1,1
L23 2006 2,0
L23 2006 3,0
L23 2006 4,0
L23 2006 5,1
L23 2007 1,1
L23 2007 2,2
L23 2007 3,1
L23 2008 1,0
L23 2008 2,1
L23 2008 3,0
L23 2009 1,2
L23 2009 2,4
L23 2009 3,2
L23 2010 1,1
L23 2010 2,3
L23 2010 3,3
L23 2011 1,1
L23 2011 2,2
L23 2011 3,1
L23 2012 1,3
L23 2012 2,2
L23 2012 3,3
L23 2013 1,0
L23 2013 2,0
L23 2013 3,1
L23 2014 1,0
L23 2014 2,0
L23 2014 3,0
L23 2015 1,2
L23 2015 2,1
L24 2006 1,0
L24 2006 2,0
L24 2006 3,0
L24 2006 4,0
L24 2006 5,0
L24 2007 1,2
L24 2007 2,1
L24 2007 3,1
L24 2008 1,2
L24 2008 2,0
L24 2008 3,0
L24 2009 1,2
L24 2009 2,1
L24 2009 3,1
L24 2010 1,0
L24 2010 2,0
L24 2010 3,0
L24 2011 1,0
L24 2011 2,0
L24 2011 3,0
L24 2012 1,0
L24 2012 2,1
L24 2012 3,1
L24 2013 1,0
L24 2013 2,0
L24 2013 3,0
L24 2014 1,0
L24 2014 2,0
L24 2014 3,0
L24 2015 1,0
L24 2015 2,0
L25 2006 1,0
L25 2006 2,0
L25 2006 3,0
L25 2006 4,0
L25 2006 5,0
L25 2007 1,0
L25 2007 2,1
L25 2007 3,0
L25 2008 1,0
L25 2008 2,2
L25 2008 3,1
L25 2009 1,1
L25 2009 2,2
L25 2009 3,0
L25 2010 1,0
L25 2010 2,0
L25 2010 3,1
L3 2006 1,0
L3 2006 2,0
L3 2006 3,0
L3 2006 4,0
L3 2006 5,0
L3 2007 1,0
L3 2007 2,0
L3 2007 3,0
L3 2008 1,0
L3 2008 2,0
L3 2008 3,0
L3 2009 1,1
L3 2009 2,0
L3 2009 3,0
L3 2010 1,0
L4 2006 1,0
L4 2006 2,0
L4 2006 3,0
L4 2006 4,0
L4 2006 5,0
L4 2007 1,0
L4 2007 2,0
L4 2007 3,0
L4 2008 1,0
L4 2008 2,0
L4 2008 3,0
L4 2009 1,0
L4 2009 2,0
L4 2009 3,0
L4 2010 1,1
L4 2010 2,0
L4 2010 3,1
L4 2011 1,0
L4 2011 2,0
L4 2011 3,0
L4 2012 1,0
L4 2012 2,0
L4 2012 3,0
L4 2013 1,0
L4 2013 2,0
L4 2013 3,0
L4 2014 1,0
L4 2014 2,0
L4 2014 3,0
L5 2006 1,0
L5 2006 2,0
L5 2006 3,0
L5 2006 4,0
L5 2006 5,0
L5 2007 1,0
L5 2007 2,0
L5 2007 3,0
L5 2008 1,0
L5 2008 2,0
L5 2008 3,0
L5 2009 1,0
L5 2009 2,0
L5 2009 3,1
L5 2010 1,0
L5 2010 2,0
L5 2010 3,0
L6 2006 1,0
L6 2006 2,0
L6 2006 3,0
L6 2006 4,0
L6 2006 5,0
L6 2007 1,0
L6 2007 2,0
L6 2007 3,0
L6 2008 1,0
L6 2008 2,0
L6 2008 3,0
L6 2009 1,0
L6 2009 2,0
L6 2009 3,0
L6 2010 1,0
L6 2010 2,0
L6 2010 3,0
L6 2011 1,0
L6 2011 2,0
L6 2011 3,0
l6 2012 1,0
L6 2012 2,0
L6 2012 3,0
L6 2013 1,1
L6 2013 2,1
L6 2013 3,1
L6 2014 1,0
L6 2014 2,0
L6 2014 3,0
L6 2015 1,0
L6 2015 2,0
L6 2015 3,0
L7 2006 1,0
L7 2006 2,0
L7 2006 3,0
L7 2006 4,0
L7 2006 5,0
L7 2007 1,0
L7 2007 2,0
L7 2007 3,0
L7 2008 1,0
L7 2008 2,0
L7 2008 3,0
L7 2009 1,0
L7 2009 2,0
L7 2009 3,0
L7 2010 1,0
L8 2006 1,0
L8 2006 2,0
L8 2006 3,0
L8 2006 4,0
L8 2006 5,0
L8 2007 1,0
L8 2007 2,0
L8 2007 3,0
L8 2008 1,0
L8 2008 2,0
L8 2008 3,0
L8 2009 1,1
L8 2009 2,0
L8 2009 3,0
L8 2010 1,0
L9 2006 1,0
L9 2006 2,0
L9 2006 3,0
L9 2006 4,0
L9 2006 5,0
L9 2007 1,0
L9 2007 2,0
L9 2007 3,0
L9 2008 1,0
L9 2008 2,0
L9 2008 3,0
L9 2009 1,0
L9 2009 2,0
L9 2009 3,0
L9 2010 1,0
L9 2010 2,0
L9 2010 3,0
L9 2011 1,0
L9 2011 2,0
L9 2011 3,0
L9 2012 1,0
L9 2012 2,0
L9 2012 3,0
L9 2013 1,0
L9 2013 2,0
L9 2013 3,0
L9 2014 1,0
L9 2014 2,0
L9 2014 3,0
L9 2015 1,0
L9 2015 2,0
L9 2015 3,0
L99 2015 1,0
L99 2015 2,0
M1 2007 1,0
M1 2007 2,0
M1 2007 3,0
M1 2008 1,0
M1 2008 2,1
M1 2008 3,0
M1 2009 1,0
M1 2009 2,0
M1 2009 3,0
M1 2011 1,0
M1 2011 2,0
M1 2011 3,0
M1 2012 1,0
M1 2012 2,0
M1 2012 3,0
M1 2013 1,0
M1 2013 2,1
M1 2013 3,0
M1 2014 1,0
M1 2014 2,0
M1 2014 3,0
M1 2015 1,0
M1 2015 2,0
M10 2007 1,0
M10 2007 2,1
M10 2007 3,1
M10 2008 1,0
M10 2008 2,1
M10 2008 3,0
M10 2009 1,0
M10 2009 2,0
M10 2009 3,0
M10 2011 1,0
M10 2011 2,0
M10 2011 3,0
M10 2012 1,2
M10 2012 2,0
M10 2012 3,1
M10 2013 1,0
M10 2013 2,0
M10 2013 3,0
M10 2014 1,0
M10 2014 2,1
M10 2014 3,0
M10 2015 1,1
M10 2015 2,0
M11 2007 1,1
M11 2007 2,2
M11 2007 3,3
M11 2008 1,1
M11 2008 2,1
M11 2008 3,0
M11 2009 1,1
M11 2009 2,0
M11 2009 3,0
M12 2007 1,0
M12 2007 2,0
M12 2007 3,2
M12 2008 1,0
M12 2008 2,0
M12 2008 3,0
M12 2009 1,0
M12 2009 2,0
M12 2009 3,0
M12 2011 1,0
M12 2011 2,1
M12 2011 3,0
M12 2012 1,1
M12 2012 2,1
M12 2012 3,1
M12 2013 1,1
M12 2013 2,0
M12 2013 3,0
M12 2014 1,0
M12 2014 2,0
M12 2014 3,0
M12 2015 1,0
M12 2015 2,1
M12 2015 3,0
M13 2007 1,0
M13 2007 2,0
M13 2007 3,0
M13 2008 1,0
M13 2008 2,1
M13 2008 3,0
M13 2009 1,0
M13 2009 2,0
M13 2009 3,1
M14 2007 1,1
M14 2007 2,1
M14 2007 3,2
M14 2008 1,1
M14 2008 2,1
M14 2008 3,0
M14 2009 1,1
M14 2009 2,0
M14 2009 3,0
M14 2011 1,0
M14 2011 2,0
M14 2011 3,0
M14 2012 1,0
M14 2012 2,0
M14 2012 3,0
M14 2013 1,0
M14 2013 2,0
M14 2013 3,0
M14 2014 1,0
M14 2014 2,0
M14 2014 3,0
M14 2015 1,1
M14 2015 2,1
M15 2007 1,0
M15 2007 2,2
M15 2007 3,3
M15 2008 1,1
M15 2008 2,0
M15 2008 3,0
M15 2009 1,1
M15 2009 2,0
M15 2009 3,1
M16 2007 1,0
M16 2007 2,2
M16 2007 3,4
M16 2008 1,0
M16 2008 2,0
M16 2008 3,0
M16 2009 1,1
M16 2009 2,0
M16 2009 3,1
M16 2011 1,0
M16 2011 2,1
M16 2011 3,1
M16 2012 1,2
M16 2012 2,2
M16 2012 3,2
M16 2013 1,0
M16 2013 2,0
M16 2013 3,1
M16 2014 1,0
M16 2014 2,1
M16 2014 3,0
M16 2015 1,2
M16 2015 2,0
M17 2007 1,0
M17 2007 2,2
M17 2007 3,2
M17 2008 1,0
M17 2008 2,0
M17 2008 3,1
M17 2009 1,0
M17 2009 2,0
M17 2009 3,0
M18 2007 1,0
M18 2007 2,3
M18 2007 3,0
M18 2008 1,0
M18 2008 2,1
M18 2008 3,1
M18 2009 1,0
M18 2009 2,0
M18 2009 3,1
M19 2007 1,2
M19 2007 2,3
M19 2007 3,2
M19 2008 1,0
M19 2008 2,0
M19 2008 3,0
M19 2009 1,1
M19 2009 2,0
M19 2009 3,0
M2 2007 1,0
M2 2007 2,0
M2 2007 3,0
M2 2008 1,0
M2 2008 2,0
M2 2008 3,0
M2 2009 1,0
M2 2009 2,0
M2 2009 3,0
M20 2007 1,0
M20 2007 2,0
M20 2007 3,0
M20 2008 1,0
M20 2008 2,0
M20 2008 3,0
M20 2009 1,0
M20 2009 2,0
M20 2009 3,0
M20 2011 1,2
M20 2011 2,0
M20 2011 3,0
M20 2012 1,2
M20 2012 2,2
M20 2012 3,0
M20 2013 1,0
M20 2013 2,0
M20 2013 3,0
M20 2014 1,0
M20 2014 2,1
M20 2014 3,0
M20 2015 1,0
M20 2015 2,0
M20 2015 3,0
M21 2007 1,0
M21 2007 2,0
M21 2007 3,1
M21 2008 1,1
M21 2008 2,0
M21 2008 3,0
M21 2009 1,0
M21 2009 2,1
M21 2009 3,0
M22 2007 1,0
M22 2007 2,0
M22 2007 3,0
M22 2008 1,0
M22 2008 2,0
M22 2008 3,0
M22 2009 1,0
M22 2009 2,0
M22 2009 3,0
M22 2011 1,0
M22 2011 2,0
M22 2011 3,0
M22 2012 1,0
M22 2012 2,1
M22 2012 3,2
M22 2013 1,0
M22 2013 2,0
M22 2013 3,0
M22 2014 1,0
M22 2014 2,0
M22 2014 3,0
M22 2015 1,0
M22 2015 2,0
M22 2015 3,0
M23 2007 1,3
M23 2007 2,1
M23 2007 3,2
M23 2008 1,0
M23 2008 2,1
M23 2008 3,0
M23 2009 1,0
M23 2009 2,0
M23 2009 3,0
M23 2014 1,0
M24 2007 1,0
M24 2007 2,0
M24 2007 3,0
M24 2008 1,1
M24 2008 2,1
M24 2008 3,0
M24 2009 1,0
M24 2009 2,0
M24 2009 3,0
M25 2007 1,0
M25 2007 2,0
M25 2007 3,0
M25 2008 1,1
M25 2008 2,1
M25 2008 3,1
M25 2009 1,0
M25 2009 2,0
M25 2009 3,0
M25 2011 1,0
M25 2011 2,0
M25 2011 3,0
M25 2012 1,0
M25 2012 2,0
M25 2012 3,0
M25 2013 1,0
M25 2013 2,0
M25 2013 3,0
M25 2014 1,0
M25 2014 2,1
M25 2014 3,0
M25 2015 1,0
M25 2015 2,0
M25 2015 3,0
M26 2007 1,0
M26 2007 2,0
M26 2007 3,0
M26 2008 1,0
M26 2008 2,0
M26 2008 3,0
M26 2009 1,1
M26 2009 2,0
M26 2009 3,1
M3 2007 1,0
M3 2007 2,0
M3 2007 3,0
M3 2008 1,1
M3 2008 2,0
M3 2008 3,0
M3 2009 1,1
M3 2009 2,1
M3 2011 1,0
M3 2011 2,1
M3 2011 3,0
M3 2012 1,0
M3 2012 2,0
M3 2012 3,0
M3 2013 1,1
M3 2013 2,1
M3 2013 3,0
M3 2014 1,0
M3 2014 2,2
M3 2014 3,1
M3 2015 1,2
M3 2015 2,1
M4 2007 1,1
M4 2007 2,0
M4 2007 3,1
M4 2008 1,1
M4 2008 2,1
M4 2008 3,2
M4 2009 1,0
M4 2009 2,0
M4 2009 3,1
M5 2007 1,0
M5 2007 2,0
M5 2007 3,0
M5 2008 1,0
M5 2008 2,0
M5 2008 3,0
M5 2009 1,0
M5 2009 2,0
M5 2009 3,0
M5 2011 1,0
M5 2011 2,0
M5 2011 3,0
M5 2012 1,1
M5 2012 2,0
M5 2012 3,0
M5 2013 1,1
M5 2013 2,1
M5 2013 3,0
M5 2014 1,1
M5 2014 2,1
M5 2014 3,0
M5 2015 1,1
M5 2015 2,0
M6 2007 1,1
M6 2007 2,1
M6 2007 3,0
M6 2008 1,0
M6 2008 2,0
M6 2008 3,0
M6 2009 1,1
M6 2009 2,0
M6 2009 3,0
M7 2007 1,3
M7 2007 2,1
M7 2007 3,0
M7 2008 1,1
M7 2008 2,2
M7 2008 3,2
M7 2009 1,0
M7 2009 2,0
M7 2009 3,0
M7 2011 1,0
M7 2011 2,1
M7 2011 3,0
M7 2012 1,1
M7 2012 2,0
M7 2012 3,0
M7 2013 1,0
M7 2013 2,0
M7 2013 3,1
M7 2014 1,1
M7 2014 2,0
M7 2014 3,1
M7 2015 1,1
M7 2015 2,0
M7 2015 3,0
M8 2007 1,3
M8 2007 2,0
M8 2007 3,1
M8 2008 1,1
M8 2008 2,1
M8 2008 3,0
M8 2009 1,4
M8 2009 2,1
M8 2009 3,0
M9 2007 1,3
M9 2007 2,3
M9 2007 3,2
M9 2008 1,0
M9 2008 2,0
M9 2008 3,0
M9 2009 1,0
M9 2009 2,0
M9 2009 3,2
N1 2007 1,0
N1 2007 2,0
N1 2007 3,0
N1 2008 1,0
N1 2008 2,0
N1 2008 3,0
N1 2009 1,1
N1 2009 2,0
N1 2009 3,2
N1 2010 1,0
N1 2010 2,0
N1 2010 3,0
N10 2007 1,1
N10 2007 2,0
N10 2007 3,0
N10 2008 1,1
N10 2008 2,0
N10 2008 3,0
N10 2009 1,1
N10 2009 2,0
N10 2009 3,0
N10 2010 1,0
N10 2010 2,0
N10 2010 3,2
N11 2007 1,1
N11 2007 2,0
N11 2007 3,1
N11 2008 1,0
N11 2008 2,1
N11 2008 3,2
N11 2009 1,0
N11 2009 2,0
N11 2009 3,0
N11 2010 1,1
N11 2010 2,1
N11 2010 3,0
N11 2011 1,0
N11 2011 2,0
N11 2011 3,1
N11 2012 1,0
N11 2012 2,2
N11 2012 3,0
N11 2013 1,0
N11 2013 2,0
N11 2013 3,0
N11 2014 2,0
N11 2014 3,0
N11 2014 4,0
N11 2015 1,0
N11 2015 2,0
N12 2007 1,0
N12 2007 2,1
N12 2007 3,0
N12 2008 1,1
N12 2008 2,1
N12 2008 3,1
N12 2009 1,0
N12 2009 2,0
N12 2009 3,0
N12 2010 1,0
N12 2010 2,0
N12 2010 3,0
N12 2011 1,0
N12 2011 2,0
N12 2011 3,0
N12 2012 1,0
N12 2012 2,0
N12 2012 3,0
N12 2013 1,1
N12 2013 2,0
N12 2013 3,0
N12 2014 1,0
N12 2014 2,0
N12 2014 3,0
N12 2015 1,0
N12 2015 2,0
N13 2007 1,0
N13 2007 2,1
N13 2007 3,0
N13 2008 1,0
N13 2008 2,0
N13 2008 3,1
N13 2009 1,0
N13 2009 2,0
N13 2009 3,0
N13 2010 1,0
N13 2010 2,0
N13 2010 3,0
N14 2007 1,0
N14 2007 2,0
N14 2007 3,0
N14 2008 1,0
N14 2008 2,0
N14 2008 3,0
N14 2009 2,0
N14 2009 3,0
N14 2010 1,0
N14 2010 2,0
N14 2010 3,0
N14 2011 1,0
N14 2011 2,0
N14 2011 3,0
N14 2012 1,0
N14 2012 2,0
N14 2012 3,0
N14 2013 1,0
N14 2013 2,0
N14 2013 3,0
N14 2014 1,0
N14 2014 2,0
N14 2014 3,0
N14 2015 1,0
N14 2015 2,0
N15 2007 1,1
N15 2007 2,0
N15 2007 3,0
N15 2008 1,0
N15 2008 2,0
N15 2008 3,0
N15 2009 1,0
N15 2009 2,0
N15 2009 3,0
N15 2010 1,0
N15 2010 2,0
N15 2010 3,0
N16 2007 1,1
N16 2007 2,1
N16 2007 3,1
N16 2008 1,0
N16 2008 2,0
N16 2008 3,1
N16 2009 1,0
N16 2009 2,0
N16 2009 3,0
N17 2007 1,0
N17 2007 2,2
N17 2007 3,0
N17 2008 1,0
N17 2008 2,1
N17 2008 3,0
N17 2009 1,0
N17 2009 2,0
N17 2009 3,0
N17 2010 2,0
N17 2010 3,0
N17 2011 1,0
N17 2011 2,1
N17 2011 3,0
N17 2012 1,1
N17 2012 2,0
N17 2012 3,0
N17 2013 1,0
N17 2013 2,0
N17 2013 3,0
N17 2014 1,0
N17 2014 2,2
N17 2014 3,0
N17 2015 1,0
N17 2015 2,0
N18 2007 1,1
N18 2007 2,1
N18 2007 3,2
N18 2008 1,0
N18 2008 2,0
N18 2008 3,1
N18 2009 1,0
N18 2009 2,0
N18 2009 3,0
N18 2010 1,0
N18 2010 2,0
N18 2010 3,0
N19 2007 1,2
N19 2007 2,1
N19 2007 3,1
N19 2008 1,1
N19 2008 2,1
N19 2008 3,1
